BuildingIndex,Year,Month,Day,Hour,Quarter,P1(Humidity),P2(WindSpeed),P3(Temp),P4(CloudCover),P5(Rain),P6(SolarIrradiation),Generation
1,2019,2,11,9,0,35,4.9,-2,1,0,0.61,7.2
1,2019,2,11,9,1,27,5.8,-1.3,1,0,1.28,8.8
1,2019,2,11,9,2,27,5.8,-1.3,1,0,1.28,9.6
1,2019,2,11,9,3,27,5.8,-1.3,1,0,1.28,10.8
1,2019,2,11,10,0,27,5.8,-1.3,1,0,1.28,12
1,2019,2,11,10,1,27,5.6,0.2,1,0,1.86,12.8
1,2019,2,11,10,2,27,5.6,0.2,1,0,1.86,14
1,2019,2,11,10,3,27,5.6,0.2,1,0,1.86,14.8
1,2019,2,11,11,0,27,5.6,0.2,1,0,1.86,15.2
1,2019,2,11,11,1,24,5.9,1.1,1,0,2.27,15.6
1,2019,2,11,11,2,24,5.9,1.1,1,0,2.27,16
1,2019,2,11,11,3,24,5.9,1.1,1,0,2.27,16.8
1,2019,2,11,12,0,24,5.9,1.1,1,0,2.27,16.8
1,2019,2,11,12,1,21,4.3,3.5,1,0,2.45,17.6
1,2019,2,11,12,2,21,4.3,3.5,1,0,2.45,17.6
1,2019,2,11,12,3,21,4.3,3.5,1,0,2.45,18.4
1,2019,2,11,13,0,21,4.3,3.5,1,0,2.45,17.6
1,2019,2,11,13,1,20,4.8,3.5,1,0,2.39,17.6
1,2019,2,11,13,2,20,4.8,3.5,1,0,2.39,16.8
1,2019,2,11,13,3,20,4.8,3.5,1,0,2.39,16.4
1,2019,2,11,14,0,20,4.8,3.5,1,0,2.39,15.6
1,2019,2,11,14,1,19,4.8,3.4,1,0,2.04,14.8
1,2019,2,11,14,2,19,4.8,3.4,1,0,2.04,14.4
1,2019,2,11,14,3,19,4.8,3.4,1,0,2.04,14
1,2019,2,11,15,0,19,4.8,3.4,1,0,2.04,12.4
1,2019,2,11,15,1,20,4.1,4.5,1,0,1.5,12
1,2019,2,11,15,2,20,4.1,4.5,1,0,1.5,10.8
1,2019,2,11,15,3,20,4.1,4.5,1,0,1.5,9.6
1,2019,2,11,16,0,20,4.1,4.5,1,0,1.5,8.4
1,2019,2,11,16,1,22,4.3,3.8,1,0,0.85,7.2
1,2019,2,11,16,2,22,4.3,3.8,1,0,0.85,5.6
1,2019,2,11,16,3,22,4.3,3.8,1,0,0.85,4
1,2019,2,11,17,0,22,4.3,3.8,1,0,0.85,3.2
1,2019,2,11,17,1,24,3.6,3,1,0,0.18,1.6
1,2019,2,11,17,2,24,3.6,3,1,0,0.18,0.8
1,2019,2,11,17,3,24,3.6,3,1,0,0.18,0.4
1,2019,2,11,18,0,24,3.6,3,1,0,0.18,0
1,2019,2,11,18,1,26,3.1,2.5,2,0,0,0
1,2019,2,11,18,2,26,3.1,2.5,2,0,0,0
1,2019,2,11,18,3,26,3.1,2.5,2,0,0,0
1,2019,2,11,19,0,26,3.1,2.5,2,0,0,0
1,2019,2,11,19,1,27,2.4,1.8,2,0,0,0
1,2019,2,11,19,2,27,2.4,1.8,2,0,0,0
1,2019,2,11,19,3,27,2.4,1.8,2,0,0,0
1,2019,2,11,20,0,27,2.4,1.8,2,0,0,0
1,2019,2,11,20,1,29,1.1,0.9,2,0,0,0
1,2019,2,11,20,2,29,1.1,0.9,2,0,0,0
1,2019,2,11,20,3,29,1.1,0.9,2,0,0,0
1,2019,2,11,21,0,29,1.1,0.9,2,0,0,0
1,2019,2,11,21,1,30,0.7,0.9,3,0,0,0
1,2019,2,11,21,2,30,0.7,0.9,3,0,0,0
1,2019,2,11,21,3,30,0.7,0.9,3,0,0,0
1,2019,2,11,22,0,30,0.7,0.9,3,0,0,0
1,2019,2,11,22,1,29,0.9,-0.2,1,0,0,0
1,2019,2,11,22,2,29,0.9,-0.2,1,0,0,0
1,2019,2,11,22,3,29,0.9,-0.2,1,0,0,0
1,2019,2,11,23,0,29,0.9,-0.2,1,0,0,0
1,2019,2,11,23,1,29,0.9,-0.2,1,0,0,0
1,2019,2,11,23,2,29,0.9,-0.2,1,0,0,0
1,2019,2,11,23,3,29,0.9,-0.2,1,0,0,0
1,2019,2,12,0,0,29,0.9,-0.2,1,0,0,0
1,2019,2,12,0,1,29,2.2,-0.7,1,0,0,0
1,2019,2,12,0,2,29,2.2,-0.7,1,0,0,0
1,2019,2,12,0,3,29,2.2,-0.7,1,0,0,0
1,2019,2,12,1,0,29,2.2,-0.7,1,0,0,0
1,2019,2,12,1,1,33,1.3,-2,1,0,0,0
1,2019,2,12,1,2,33,1.3,-2,1,0,0,0
1,2019,2,12,1,3,33,1.3,-2,1,0,0,0
1,2019,2,12,2,0,33,1.3,-2,1,0,0,0
1,2019,2,12,2,1,44,0.4,-3.3,1,0,0,0
1,2019,2,12,2,2,44,0.4,-3.3,1,0,0,0
1,2019,2,12,2,3,44,0.4,-3.3,1,0,0,0
1,2019,2,12,3,0,44,0.4,-3.3,1,0,0,0
1,2019,2,12,3,1,43,0.5,-3.6,1,0,0,0
1,2019,2,12,3,2,43,0.5,-3.6,1,0,0,0
1,2019,2,12,3,3,43,0.5,-3.6,1,0,0,0
1,2019,2,12,4,0,43,0.5,-3.6,1,0,0,0
1,2019,2,12,4,1,45,1,-3.7,1,0,0,0
1,2019,2,12,4,2,45,1,-3.7,1,0,0,0
1,2019,2,12,4,3,45,1,-3.7,1,0,0,0
1,2019,2,12,5,0,45,1,-3.7,1,0,0,0
1,2019,2,12,5,1,42,0.2,-3.2,1,0,0,0
1,2019,2,12,5,2,42,0.2,-3.2,1,0,0,0
1,2019,2,12,5,3,42,0.2,-3.2,1,0,0,0
1,2019,2,12,6,0,42,0.2,-3.2,1,0,0,0
1,2019,2,12,6,1,49,0.7,-4.5,1,0,0,0
1,2019,2,12,6,2,49,0.7,-4.5,1,0,0,0
1,2019,2,12,6,3,49,0.7,-4.5,1,0,0,0
1,2019,2,12,7,0,49,0.7,-4.5,1,0,0,0
1,2019,2,12,7,1,49,0.4,-3.8,1,0,0.05,0
1,2019,2,12,7,2,49,0.4,-3.8,1,0,0.05,0.4
1,2019,2,12,7,3,49,0.4,-3.8,1,0,0.05,0.8
1,2019,2,12,8,0,49,0.4,-3.8,1,0,0.05,1.6
1,2019,2,12,8,1,44,0.3,-1.5,1,0,0.53,2.8
1,2019,2,12,8,2,44,0.3,-1.5,1,0,0.53,3.6
1,2019,2,12,8,3,44,0.3,-1.5,1,0,0.53,4.8
1,2019,2,12,9,0,44,0.3,-1.5,1,0,0.53,6.4
1,2019,2,12,9,1,38,0.9,0.4,2,0,1.07,7.2
1,2019,2,12,9,2,38,0.9,0.4,2,0,1.07,8.8
1,2019,2,12,9,3,38,0.9,0.4,2,0,1.07,6
1,2019,2,12,10,0,38,0.9,0.4,2,0,1.07,9.2
1,2019,2,12,10,1,37,1.9,2.6,1,0,1.65,10.8
1,2019,2,12,10,2,37,1.9,2.6,1,0,1.65,12
1,2019,2,12,10,3,37,1.9,2.6,1,0,1.65,12.8
1,2019,2,12,11,0,37,1.9,2.6,1,0,1.65,13.6
1,2019,2,12,11,1,34,2.8,3.5,1,0,2.08,14.4
1,2019,2,12,11,2,34,2.8,3.5,1,0,2.08,14.4
1,2019,2,12,11,3,34,2.8,3.5,1,0,2.08,14.4
1,2019,2,12,12,0,34,2.8,3.5,1,0,2.08,15.2
1,2019,2,12,12,1,33,2.1,4.3,1,0,2.3,15.6
1,2019,2,12,12,2,33,2.1,4.3,1,0,2.3,16
1,2019,2,12,12,3,33,2.1,4.3,1,0,2.3,16
1,2019,2,12,13,0,33,2.1,4.3,1,0,2.3,16
1,2019,2,12,13,1,29,3.4,5.4,1,0,2.21,15.6
1,2019,2,12,13,2,29,3.4,5.4,1,0,2.21,15.6
1,2019,2,12,13,3,29,3.4,5.4,1,0,2.21,15.2
1,2019,2,12,14,0,29,3.4,5.4,1,0,2.21,14
1,2019,2,12,14,1,27,3.6,6.2,1,0,1.92,13.6
1,2019,2,12,14,2,27,3.6,6.2,1,0,1.92,12.8
1,2019,2,12,14,3,27,3.6,6.2,1,0,1.92,12.4
1,2019,2,12,15,0,27,3.6,6.2,1,0,1.92,10.8
1,2019,2,12,15,1,28,2.4,5.4,2,0,1.25,10.8
1,2019,2,12,15,2,28,2.4,5.4,2,0,1.25,7.6
1,2019,2,12,15,3,28,2.4,5.4,2,0,1.25,4.4
1,2019,2,12,16,0,28,2.4,5.4,2,0,1.25,4.4
1,2019,2,12,16,1,28,2.1,5.3,3,0,0.63,5.2
1,2019,2,12,16,2,28,2.1,5.3,3,0,0.63,4
1,2019,2,12,16,3,28,2.1,5.3,3,0,0.63,2.4
1,2019,2,12,17,0,28,2.1,5.3,3,0,0.63,1.6
1,2019,2,12,17,1,31,1.7,4.6,3,0,0.15,1.2
1,2019,2,12,17,2,31,1.7,4.6,3,0,0.15,0.4
1,2019,2,12,17,3,31,1.7,4.6,3,0,0.15,0
1,2019,2,12,18,0,31,1.7,4.6,3,0,0.15,0
1,2019,2,12,18,1,33,1.4,4.3,3,0,0,0
1,2019,2,12,18,2,33,1.4,4.3,3,0,0,0
1,2019,2,12,18,3,33,1.4,4.3,3,0,0,0
1,2019,2,12,19,0,33,1.4,4.3,3,0,0,0
1,2019,2,12,19,1,37,0.9,3.3,4,0,0,0
1,2019,2,12,19,2,37,0.9,3.3,4,0,0,0
1,2019,2,12,19,3,37,0.9,3.3,4,0,0,0
1,2019,2,12,20,0,37,0.9,3.3,4,0,0,0
1,2019,2,12,20,1,38,1.4,3.1,3,0,0,0
1,2019,2,12,20,2,38,1.4,3.1,3,0,0,0
1,2019,2,12,20,3,38,1.4,3.1,3,0,0,0
1,2019,2,12,21,0,38,1.4,3.1,3,0,0,0
1,2019,2,12,21,1,39,0.8,3,4,0,0,0
1,2019,2,12,21,2,39,0.8,3,4,0,0,0
1,2019,2,12,21,3,39,0.8,3,4,0,0,0
1,2019,2,12,22,0,39,0.8,3,4,0,0,0
1,2019,2,12,22,1,51,0.6,2,4,0,0,0
1,2019,2,12,22,2,51,0.6,2,4,0,0,0
1,2019,2,12,22,3,51,0.6,2,4,0,0,0
1,2019,2,12,23,0,51,0.6,2,4,0,0,0
1,2019,2,12,23,1,51,0.6,2,4,0,0,0
1,2019,2,12,23,2,51,0.6,2,4,0,0,0
1,2019,2,12,23,3,51,0.6,2,4,0,0,0
1,2019,2,13,0,0,51,0.6,2,4,0,0,0
1,2019,2,13,0,1,36,3.2,3,4,0,0,0
1,2019,2,13,0,2,36,3.2,3,4,0,0,0
1,2019,2,13,0,3,36,3.2,3,4,0,0,0
1,2019,2,13,1,0,36,3.2,3,4,0,0,0
1,2019,2,13,1,1,36,3.1,2.8,4,0,0,0
1,2019,2,13,1,2,36,3.1,2.8,4,0,0,0
1,2019,2,13,1,3,36,3.1,2.8,4,0,0,0
1,2019,2,13,2,0,36,3.1,2.8,4,0,0,0
1,2019,2,13,2,1,36,2.7,2.3,4,0,0,0
1,2019,2,13,2,2,36,2.7,2.3,4,0,0,0
1,2019,2,13,2,3,36,2.7,2.3,4,0,0,0
1,2019,2,13,3,0,36,2.7,2.3,4,0,0,0
1,2019,2,13,3,1,36,3.1,1.7,3,0,0,0
1,2019,2,13,3,2,36,3.1,1.7,3,0,0,0
1,2019,2,13,3,3,36,3.1,1.7,3,0,0,0
1,2019,2,13,4,0,36,3.1,1.7,3,0,0,0
1,2019,2,13,4,1,33,2.9,0.9,1,0,0,0
1,2019,2,13,4,2,33,2.9,0.9,1,0,0,0
1,2019,2,13,4,3,33,2.9,0.9,1,0,0,0
1,2019,2,13,5,0,33,2.9,0.9,1,0,0,0
1,2019,2,13,5,1,34,1.8,0.5,1,0,0,0
1,2019,2,13,5,2,34,1.8,0.5,1,0,0,0
1,2019,2,13,5,3,34,1.8,0.5,1,0,0,0
1,2019,2,13,6,0,34,1.8,0.5,1,0,0,0
1,2019,2,13,6,1,44,1.2,-0.9,1,0,0,0
1,2019,2,13,6,2,44,1.2,-0.9,1,0,0,0
1,2019,2,13,6,3,44,1.2,-0.9,1,0,0,0
1,2019,2,13,7,0,44,1.2,-0.9,1,0,0,0
1,2019,2,13,7,1,39,1.2,0.3,1,0,0.06,0
1,2019,2,13,7,2,39,1.2,0.3,1,0,0.06,0.4
1,2019,2,13,7,3,39,1.2,0.3,1,0,0.06,0.8
1,2019,2,13,8,0,39,1.2,0.3,1,0,0.06,1.6
1,2019,2,13,8,1,33,2.6,1.2,1,0,0.54,2.8
1,2019,2,13,8,2,33,2.6,1.2,1,0,0.54,3.6
1,2019,2,13,8,3,33,2.6,1.2,1,0,0.54,4.8
1,2019,2,13,9,0,33,2.6,1.2,1,0,0.54,5.6
1,2019,2,13,9,1,26,2.6,2.6,1,0,1.15,7.2
1,2019,2,13,9,2,26,2.6,2.6,1,0,1.15,8
1,2019,2,13,9,3,26,2.6,2.6,1,0,1.15,9.2
1,2019,2,13,10,0,26,2.6,2.6,1,0,1.15,10.4
1,2019,2,13,10,1,23,4.5,3.4,1,0,1.71,10.8
1,2019,2,13,10,2,23,4.5,3.4,1,0,1.71,12
1,2019,2,13,10,3,23,4.5,3.4,1,0,1.71,12.4
1,2019,2,13,11,0,23,4.5,3.4,1,0,1.71,13.2
1,2019,2,13,11,1,24,3.4,4.2,1,0,2.09,14
1,2019,2,13,11,2,24,3.4,4.2,1,0,2.09,14.8
1,2019,2,13,11,3,24,3.4,4.2,1,0,2.09,14.8
1,2019,2,13,12,0,24,3.4,4.2,1,0,2.09,15.2
1,2019,2,13,12,1,23,5.8,5.1,1,0,2.23,15.2
1,2019,2,13,12,2,23,5.8,5.1,1,0,2.23,15.6
1,2019,2,13,12,3,23,5.8,5.1,1,0,2.23,15.6
1,2019,2,13,13,0,23,5.8,5.1,1,0,2.23,15.6
1,2019,2,13,13,1,22,5.3,5.8,1,0,2.15,14.8
1,2019,2,13,13,2,22,5.3,5.8,1,0,2.15,14.8
1,2019,2,13,13,3,22,5.3,5.8,1,0,2.15,14.8
1,2019,2,13,14,0,22,5.3,5.8,1,0,2.15,14.8
1,2019,2,13,14,1,22,5.7,5.5,1,0,1.92,13.2
1,2019,2,13,14,2,22,5.7,5.5,1,0,1.92,12.8
1,2019,2,13,14,3,22,5.7,5.5,1,0,1.92,12
1,2019,2,13,15,0,22,5.7,5.5,1,0,1.92,10.8
1,2019,2,13,15,1,21,3.3,5.5,1,0,1.36,10
1,2019,2,13,15,2,21,3.3,5.5,1,0,1.36,9.2
1,2019,2,13,15,3,21,3.3,5.5,1,0,1.36,8
1,2019,2,13,16,0,21,3.3,5.5,1,0,1.36,6.8
1,2019,2,13,16,1,21,3.8,5.2,1,0,0.75,5.6
1,2019,2,13,16,2,21,3.8,5.2,1,0,0.75,4
1,2019,2,13,16,3,21,3.8,5.2,1,0,0.75,3.2
1,2019,2,13,17,0,21,3.8,5.2,1,0,0.75,2
1,2019,2,13,17,1,24,4.1,4.3,1,0,0.15,1.2
1,2019,2,13,17,2,24,4.1,4.3,1,0,0.15,0.4
1,2019,2,13,17,3,24,4.1,4.3,1,0,0.15,0.4
1,2019,2,13,18,0,24,4.1,4.3,1,0,0.15,0
1,2019,2,13,18,1,25,4.4,3.4,1,0,0,0
1,2019,2,13,18,2,25,4.4,3.4,1,0,0,0
1,2019,2,13,18,3,25,4.4,3.4,1,0,0,0
1,2019,2,13,19,0,25,4.4,3.4,1,0,0,0
1,2019,2,13,19,1,26,3.9,2.5,4,0,0,0
1,2019,2,13,19,2,26,3.9,2.5,4,0,0,0
1,2019,2,13,19,3,26,3.9,2.5,4,0,0,0
1,2019,2,13,20,0,26,3.9,2.5,4,0,0,0
1,2019,2,13,20,1,25,2.6,2.1,3,0,0,0
1,2019,2,13,20,2,25,2.6,2.1,3,0,0,0
1,2019,2,13,20,3,25,2.6,2.1,3,0,0,0
1,2019,2,13,21,0,25,2.6,2.1,3,0,0,0
1,2019,2,13,21,1,27,1.9,1.6,4,0,0,0
1,2019,2,13,21,2,27,1.9,1.6,4,0,0,0
1,2019,2,13,21,3,27,1.9,1.6,4,0,0,0
1,2019,2,13,22,0,27,1.9,1.6,4,0,0,0
1,2019,2,13,22,1,28,1.6,1.1,4,0,0,0
1,2019,2,13,22,2,28,1.6,1.1,4,0,0,0
1,2019,2,13,22,3,28,1.6,1.1,4,0,0,0
1,2019,2,13,23,0,28,1.6,1.1,4,0,0,0
1,2019,2,13,23,1,28,1.6,1.1,4,0,0,0
1,2019,2,13,23,2,28,1.6,1.1,4,0,0,0
1,2019,2,13,23,3,28,1.6,1.1,4,0,0,0
1,2019,2,14,0,0,28,1.6,1.1,4,0,0,0
1,2019,2,14,0,1,30,2.2,0.6,4,0,0,0
1,2019,2,14,0,2,30,2.2,0.6,4,0,0,0
1,2019,2,14,0,3,30,2.2,0.6,4,0,0,0
1,2019,2,14,1,0,30,2.2,0.6,4,0,0,0
1,2019,2,14,1,1,34,0.8,0.2,4,0,0,0
1,2019,2,14,1,2,34,0.8,0.2,4,0,0,0
1,2019,2,14,1,3,34,0.8,0.2,4,0,0,0
1,2019,2,14,2,0,34,0.8,0.2,4,0,0,0
1,2019,2,14,2,1,32,1.2,0.3,4,0,0,0
1,2019,2,14,2,2,32,1.2,0.3,4,0,0,0
1,2019,2,14,2,3,32,1.2,0.3,4,0,0,0
1,2019,2,14,3,0,32,1.2,0.3,4,0,0,0
1,2019,2,14,3,1,37,0.8,-0.4,4,0,0,0
1,2019,2,14,3,2,37,0.8,-0.4,4,0,0,0
1,2019,2,14,3,3,37,0.8,-0.4,4,0,0,0
1,2019,2,14,4,0,37,0.8,-0.4,4,0,0,0
1,2019,2,14,4,1,40,0.7,-0.7,4,0,0,0
1,2019,2,14,4,2,40,0.7,-0.7,4,0,0,0
1,2019,2,14,4,3,40,0.7,-0.7,4,0,0,0
1,2019,2,14,5,0,40,0.7,-0.7,4,0,0,0
1,2019,2,14,5,1,44,0.8,-1,4,0,0,0
1,2019,2,14,5,2,44,0.8,-1,4,0,0,0
1,2019,2,14,5,3,44,0.8,-1,4,0,0,0
1,2019,2,14,6,0,44,0.8,-1,4,0,0,0
1,2019,2,14,6,1,43,1.1,-1.2,4,0,0,0
1,2019,2,14,6,2,43,1.1,-1.2,4,0,0,0
1,2019,2,14,6,3,43,1.1,-1.2,4,0,0,0
1,2019,2,14,7,0,43,1.1,-1.2,4,0,0,0
1,2019,2,14,7,1,42,0.1,-0.5,4,0,0.05,0
1,2019,2,14,7,2,42,0.1,-0.5,4,0,0.05,0
1,2019,2,14,7,3,42,0.1,-0.5,4,0,0.05,0.8
1,2019,2,14,8,0,42,0.1,-0.5,4,0,0.05,1.2
1,2019,2,14,8,1,38,0.6,0.1,4,0,0.31,1.2
1,2019,2,14,8,2,38,0.6,0.1,4,0,0.31,1.2
1,2019,2,14,8,3,38,0.6,0.1,4,0,0.31,2.4
1,2019,2,14,9,0,38,0.6,0.1,4,0,0.31,2.4
1,2019,2,14,9,1,34,0.5,1.8,4,0,0.74,3.6
1,2019,2,14,9,2,34,0.5,1.8,4,0,0.74,3.2
1,2019,2,14,9,3,34,0.5,1.8,4,0,0.74,5.2
1,2019,2,14,10,0,34,0.5,1.8,4,0,0.74,6.4
1,2019,2,14,10,1,34,0.3,2.3,4,0,0.85,4
1,2019,2,14,10,2,34,0.3,2.3,4,0,0.85,3.2
1,2019,2,14,10,3,34,0.3,2.3,4,0,0.85,3.2
1,2019,2,14,11,0,34,0.3,2.3,4,0,0.85,4.8
1,2019,2,14,11,1,50,4.1,3.3,4,0,1.36,5.2
1,2019,2,14,11,2,50,4.1,3.3,4,0,1.36,11.6
1,2019,2,14,11,3,50,4.1,3.3,4,0,1.36,12.8
1,2019,2,14,12,0,50,4.1,3.3,4,0,1.36,11.6
1,2019,2,14,12,1,50,4.1,4.5,4,0,2.1,15.2
1,2019,2,14,12,2,50,4.1,4.5,4,0,2.1,15.6
1,2019,2,14,12,3,50,4.1,4.5,4,0,2.1,12.8
1,2019,2,14,13,0,50,4.1,4.5,4,0,2.1,8.4
1,2019,2,14,13,1,51,4.1,5.3,3,0,1.75,10
1,2019,2,14,13,2,51,4.1,5.3,3,0,1.75,12.4
1,2019,2,14,13,3,51,4.1,5.3,3,0,1.75,13.2
1,2019,2,14,14,0,51,4.1,5.3,3,0,1.75,11.6
1,2019,2,14,14,1,49,3.5,6,3,0,1.84,9.2
1,2019,2,14,14,2,49,3.5,6,3,0,1.84,10.4
1,2019,2,14,14,3,49,3.5,6,3,0,1.84,13.2
1,2019,2,14,15,0,49,3.5,6,3,0,1.84,5.2
1,2019,2,14,15,1,53,3.7,5.6,3,0,0.79,3.6
1,2019,2,14,15,2,53,3.7,5.6,3,0,0.79,3.6
1,2019,2,14,15,3,53,3.7,5.6,3,0,0.79,2.4
1,2019,2,14,16,0,53,3.7,5.6,3,0,0.79,2
1,2019,2,14,16,1,54,3.8,5.1,2,0,0.43,2
1,2019,2,14,16,2,54,3.8,5.1,2,0,0.43,2.4
1,2019,2,14,16,3,54,3.8,5.1,2,0,0.43,2.4
1,2019,2,14,17,0,54,3.8,5.1,2,0,0.43,2.8
1,2019,2,14,17,1,61,4.3,4,1,0,0.21,1.6
1,2019,2,14,17,2,61,4.3,4,1,0,0.21,0.8
1,2019,2,14,17,3,61,4.3,4,1,0,0.21,0
1,2019,2,14,18,0,61,4.3,4,1,0,0.21,0
1,2019,2,14,18,1,66,4.2,3.2,1,0,0,0
1,2019,2,14,18,2,66,4.2,3.2,1,0,0,0
1,2019,2,14,18,3,66,4.2,3.2,1,0,0,0
1,2019,2,14,19,0,66,4.2,3.2,1,0,0,0
1,2019,2,14,19,1,67,4.1,2.9,1,0,0,0
1,2019,2,14,19,2,67,4.1,2.9,1,0,0,0
1,2019,2,14,19,3,67,4.1,2.9,1,0,0,0
1,2019,2,14,20,0,67,4.1,2.9,1,0,0,0
1,2019,2,14,20,1,68,2.2,2.5,2,0,0,0
1,2019,2,14,20,2,68,2.2,2.5,2,0,0,0
1,2019,2,14,20,3,68,2.2,2.5,2,0,0,0
1,2019,2,14,21,0,68,2.2,2.5,2,0,0,0
1,2019,2,14,21,1,72,1.8,1.8,3,0,0,0
1,2019,2,14,21,2,72,1.8,1.8,3,0,0,0
1,2019,2,14,21,3,72,1.8,1.8,3,0,0,0
1,2019,2,14,22,0,72,1.8,1.8,3,0,0,0
1,2019,2,14,22,1,74,1.6,1.5,3,0,0,0
1,2019,2,14,22,2,74,1.6,1.5,3,0,0,0
1,2019,2,14,22,3,74,1.6,1.5,3,0,0,0
1,2019,2,14,23,0,74,1.6,1.5,3,0,0,0
1,2019,2,14,23,1,74,1.6,1.5,3,0,0,0
1,2019,2,14,23,2,74,1.6,1.5,3,0,0,0
1,2019,2,14,23,3,74,1.6,1.5,3,0,0,0
1,2019,2,15,0,0,74,1.6,1.5,3,0,0,0
1,2019,2,15,0,1,76,1,1.2,4,0,0,0
1,2019,2,15,0,2,76,1,1.2,4,0,0,0
1,2019,2,15,0,3,76,1,1.2,4,0,0,0
1,2019,2,15,1,0,76,1,1.2,4,0,0,0
1,2019,2,15,1,1,79,1,0.7,4,0,0,0
1,2019,2,15,1,2,79,1,0.7,4,0,0,0
1,2019,2,15,1,3,79,1,0.7,4,0,0,0
1,2019,2,15,2,0,79,1,0.7,4,0,0,0
1,2019,2,15,2,1,77,0.1,0.9,4,0,0,0
1,2019,2,15,2,2,77,0.1,0.9,4,0,0,0
1,2019,2,15,2,3,77,0.1,0.9,4,0,0,0
1,2019,2,15,3,0,77,0.1,0.9,4,0,0,0
1,2019,2,15,3,1,77,0.9,1,4,0,0,0
1,2019,2,15,3,2,77,0.9,1,4,0,0,0
1,2019,2,15,3,3,77,0.9,1,4,0,0,0
1,2019,2,15,4,0,77,0.9,1,4,0,0,0
1,2019,2,15,4,1,80,0.8,0.7,4,0,0,0
1,2019,2,15,4,2,80,0.8,0.7,4,0,0,0
1,2019,2,15,4,3,80,0.8,0.7,4,0,0,0
1,2019,2,15,5,0,80,0.8,0.7,4,0,0,0
1,2019,2,15,5,1,77,0.1,1.3,4,0,0,0
1,2019,2,15,5,2,77,0.1,1.3,4,0,0,0
1,2019,2,15,5,3,77,0.1,1.3,4,0,0,0
1,2019,2,15,6,0,77,0.1,1.3,4,0,0,0
1,2019,2,15,6,1,77,1.6,1.3,4,0,0,0
1,2019,2,15,6,2,77,1.6,1.3,4,0,0,0
1,2019,2,15,6,3,77,1.6,1.3,4,0,0,0
1,2019,2,15,7,0,77,1.6,1.3,4,0,0,0
1,2019,2,15,7,1,76,1.3,1.4,4,0,0,0
1,2019,2,15,7,2,76,1.3,1.4,4,0,0,0
1,2019,2,15,7,3,76,1.3,1.4,4,0,0,0
1,2019,2,15,8,0,76,1.3,1.4,4,0,0,0.4
1,2019,2,15,8,1,74,0.3,1.9,4,0,0.14,0.4
1,2019,2,15,8,2,74,0.3,1.9,4,0,0.14,0.4
1,2019,2,15,8,3,74,0.3,1.9,4,0,0.14,1.2
1,2019,2,15,9,0,74,0.3,1.9,4,0,0.14,1.2
1,2019,2,15,9,1,69,0.6,3,4,0,0.35,1.2
1,2019,2,15,9,2,69,0.6,3,4,0,0.35,2
1,2019,2,15,9,3,69,0.6,3,4,0,0.35,2
1,2019,2,15,10,0,69,0.6,3,4,0,0.35,2.4
